availability,category,description,num_reviews,price,price_excl_tax,price_incl_tax,product_type,stars,tax,title,upc,url
14,nonfiction,,0,15.77,15.77,15.77,books,0,0.0,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,923831a05c9f91f7,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
14,fiction,,0,45.21,45.21,45.21,books,0,0.0,Take Me with You,2c04320e110a14a3,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
14,fantasy,,0,44.73,44.73,44.73,books,0,0.0,The Bane Chronicles (The Bane Chronicles #1-11),dc6f688b82e42a5b,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
14,add a comment,,0,48.78,48.78,48.78,books,0,0.0,The Dovekeepers,3d76bc83c6b644c9,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
14,young adult,,0,35.35,35.35,35.35,books,0,0.0,The Darkest Lie,6edacfd1f8ebb9eb,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
14,fiction,,0,25.85,25.85,25.85,books,0,0.0,The First Hostage (J.B. Collins #2),a86972014275e072,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
14,thriller,,0,13.82,13.82,13.82,books,0,0.0,The Guilty (Will Robie #4),847935fc68707426,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
14,food and drink,,0,28.77,28.77,28.77,books,0,0.0,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,ddc8340dabc8641b,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
14,fantasy,,0,52.26,52.26,52.26,books,0,0.0,The Hidden Oracle (The Trials of Apollo #1),992974ba6a0536ea,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
14,add a comment,,0,40.67,40.67,40.67,books,0,0.0,The Immortal Life of Henrietta Lacks,f72f61ad6a5f12ed,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
14,childrens,,0,22.08,22.08,22.08,books,0,0.0,Twenty Yawns,1d6443ffba9dfd80,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
14,young adult,,0,46.31,46.31,46.31,books,0,0.0,Until Friday Night (The Field Party #1),aba2db9afb1469c7,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
14,default,,0,45.95,45.95,45.95,books,0,0.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",76c84daa539426e2,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
14,default,,0,37.1,37.1,37.1,books,0,0.0,V for Vendetta (V for Vendetta Complete),4a1debca3135ff37,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
14,mystery,,0,54.21,54.21,54.21,books,0,0.0,The Last Mile (Amos Decker #2),3bc89353f7e3a3cc,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
14,nonfiction,,0,17.43,17.43,17.43,books,0,0.0,The Literature Book (Big Ideas Simply Explained),4881cc53f6c8892f,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
14,horror,,0,23.4,23.4,23.4,books,0,0.0,The Loney,2d88a31f325dfd3b,https://books.toscrape.com/catalogue/the-loney_756/index.html
14,humor,,0,44.07,44.07,44.07,books,0,0.0,The Long Haul (Diary of a Wimpy Kid #9),f21effc079a2b38a,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
14,childrens,,0,18.28,18.28,18.28,books,0,0.0,Once Was a Time,e34efcc824685332,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
14,self help,,0,52.15,52.15,52.15,books,0,0.0,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",8ecf0356a3878811,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
14,horror,,0,10.56,10.56,10.56,books,0,0.0,Pet Sematary,af58a74e4b2a23a0,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
14,poetry,,0,50.89,50.89,50.89,books,0,0.0,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",aa35446aab16017f,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
14,sequential art,,0,38.39,38.39,38.39,books,0,0.0,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",71e36f33981ddb74,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
14,nonfiction,,0,21.95,21.95,21.95,books,0,0.0,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,132ec5e8c984adef,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
14,humor,,0,11.83,11.83,11.83,books,0,0.0,Old School (Diary of a Wimpy Kid #10),02b74068fa98d8a4,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
14,childrens,,0,23.57,23.57,23.57,books,0,0.0,Rain Fish,a6454e329f872b78,https://books.toscrape.com/catalogue/rain-fish_728/index.html
14,sequential art,,0,25.48,25.48,25.48,books,0,0.0,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",31e2e2d9cca3778f,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
14,sequential art,,0,47.82,47.82,47.82,books,0,0.0,Robin War,85b2176b3b194030,https://books.toscrape.com/catalogue/robin-war_730/index.html
14,poetry,,0,46.78,46.78,46.78,books,0,0.0,salt.,86cbddb61ea78bb7,https://books.toscrape.com/catalogue/salt_731/index.html
14,contemporary,,0,52.79,52.79,52.79,books,0,0.0,Someone Like You (The Harrisons #2),a278db6b2b09cf9f,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
14,science,,0,44.74,44.74,44.74,books,0,0.0,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,3edcccc4f341fb1a,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
14,default,,0,39.5,39.5,39.5,books,0,0.0,Steve Jobs,95019eac1c0a052f,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
14,fiction,,0,26.41,26.41,26.41,books,0,0.0,Still Life with Bread Crumbs,fe44cc816576c652,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
14,travel,,0,48.87,48.87,48.87,books,0,0.0,See America: A Celebration of Our National Parks & Treasured Sites,f9705c362f070608,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
14,fiction,,0,55.84,55.84,55.84,books,0,0.0,Shtum,830fb3967c74866d,https://books.toscrape.com/catalogue/shtum_733/index.html
14,sequential art,,0,35.43,35.43,35.43,books,0,0.0,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",394f6d30cafc3edb,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
14,sequential art,,0,11.89,11.89,11.89,books,0,0.0,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),ac8e3949d284e9a9,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
14,nonfiction,,0,45.58,45.58,45.58,books,0,0.0,Swell: A Year of Waves,4c8b7540409da4ac,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
14,psychology,,0,10.4,10.4,10.4,books,0,0.0,The Lucifer Effect: Understanding How Good People Turn Evil,4e812d32d64e2431,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
14,business,,0,38.85,38.85,38.85,books,0,0.0,Made to Stick: Why Some Ideas Survive and Others Die,b96fc7a0ea7d4b45,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
14,add a comment,,0,37.61,37.61,37.61,books,0,0.0,More Than Music (Chasing the Dream #1),47d47155e89c8be7,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
14,fiction,,0,28.9,28.9,28.9,books,0,0.0,Mr. Mercedes (Bill Hodges Trilogy #1),caa2e5b3fb1b2d4c,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
14,default,,0,16.88,16.88,16.88,books,0,0.0,The Power of Habit: Why We Do What We Do in Life and Business,6bdd909329435e80,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
14,default,,0,49.83,49.83,49.83,books,0,0.0,Luckiest Girl Alive,d512871626a5e588,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
14,sequential art,,0,51.51,51.51,51.51,books,0,0.0,Lowriders to the Center of the Earth (Lowriders in Space #2),a10c7515834240f3,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
14,childrens,,0,53.95,53.95,53.95,books,0,0.0,Luis Paints the World,5b43cae640f2338a,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
14,young adult,,0,40.36,40.36,40.36,books,0,0.0,My Kind of Crazy,137b0b2775701e11,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
14,fiction,,0,24.48,24.48,24.48,books,0,0.0,My Mrs. Brown,cc82685d9f49bc2c,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
14,fiction,,0,41.56,41.56,41.56,books,0,0.0,My Name Is Lucy Barton,727bf2b86b19ad88,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
14,humor,,0,25.98,25.98,25.98,books,0,0.0,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,b8a8ff84233f0570,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
14,fantasy,,0,29.65,29.65,29.65,books,0,0.0,Island of Dragons (Unwanteds #7),2b52334fab158861,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
14,food and drink,,0,19.55,19.55,19.55,books,0,0.0,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",245e6bf08b8d2955,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
14,default,,0,47.02,47.02,47.02,books,0,0.0,"Hush, Hush (Hush, Hush #1)",6b6cd77fbc91b7a6,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
14,humor,,0,14.75,14.75,14.75,books,0,0.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",fbb21a2f71f4d981,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
14,fiction,,0,10.6,10.6,10.6,books,0,0.0,I Am Pilgrim (Pilgrim #1),aeff7b87a8e83ebb,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
14,default,,0,16.28,16.28,16.28,books,0,0.0,Lady Midnight (The Dark Artifices #1),708345c9897fd7c5,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
14,nonfiction,,0,26.79,26.79,26.79,books,0,0.0,Let It Out: A Journey Through Journaling,1174156c4a0eccaa,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
14,default,,0,46.91,46.91,46.91,books,0,0.0,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",17fb5a88180f9904,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
14,nonfiction,,0,29.14,29.14,29.14,books,0,0.0,Looking for Lovely: Collecting the Moments that Matter,24af96df0bafb925,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
14,music,,0,18.03,18.03,18.03,books,0,0.0,Love Is a Mix Tape (Music #1),adb5f51c2e2ab13f,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
14,art,,0,49.05,49.05,49.05,books,0,0.0,Feathers: Displays of Brilliant Plumage,9194ae88379dbf1a,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
14,historical fiction,,0,45.84,45.84,45.84,books,0,0.0,Glory over Everything: Beyond The Kitchen House,de4b403cb629a29f,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
14,historical fiction,,0,28.08,28.08,28.08,books,0,0.0,The Marriage of Opposites,52cf2a5933ec5d8f,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
14,nonfiction,,0,15.06,15.06,15.06,books,0,0.0,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",ac4dde0d1be05de0,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
14,religion,,0,30.03,30.03,30.03,books,0,0.0,God: The Most Unpleasant Character in All Fiction,eec424a84c9e4c68,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
14,romance,,0,28.82,28.82,28.82,books,0,0.0,Hold Your Breath (Search and Rescue #1),0b165bd4b9f42fd5,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
14,default,,0,10.23,10.23,10.23,books,0,0.0,Greek Mythic History,f201f263d8c23f97,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
14,nonfiction,,0,58.79,58.79,58.79,books,0,0.0,Hamilton: The Revolution,afa829857f82f99e,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
14,default,,0,46.47,46.47,46.47,books,0,0.0,Every Last Word,a2bd4ca82d908442,https://books.toscrape.com/catalogue/every-last-word_693/index.html
14,christian,,0,47.72,47.72,47.72,books,0,0.0,Crazy Love: Overwhelmed by a Relentless God,4b9d9cfe0f435788,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
14,fiction,,0,11.21,11.21,11.21,books,0,0.0,Dear Mr. Knightley,94a958ea126cdcd5,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
14,fantasy,,0,37.51,37.51,37.51,books,0,0.0,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),3c6fe637a0180b01,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
14,fiction,,0,25.01,25.01,25.01,books,0,0.0,Cometh the Hour (The Clifton Chronicles #6),28cf0d1c51b491e5,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
14,nonfiction,,0,51.75,51.75,51.75,books,0,0.0,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",a01f6d368ef64dc5,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
14,default,,0,36.58,36.58,36.58,books,0,0.0,Daily Fantasy Sports,0e94a089328be4bc,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
14,fiction,,0,14.39,14.39,14.39,books,0,0.0,Eight Hundred Grapes,1d6dd0c87d90fe92,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
14,sequential art,,0,57.62,57.62,57.62,books,0,0.0,El Deafo,27c5968fe43cc06e,https://books.toscrape.com/catalogue/el-deafo_691/index.html
14,horror,,0,40.12,40.12,40.12,books,0,0.0,Doctor Sleep (The Shining #2),bf5de316a5e9a4ab,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
14,young adult,,0,55.35,55.35,55.35,books,0,0.0,Don't Get Caught,ad2887ce04583910,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
14,health,,0,54.07,54.07,54.07,books,0,0.0,"Eat Fat, Get Thin",047dfa57ba0bf638,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
14,default,,0,46.23,46.23,46.23,books,0,0.0,Carrie,5f22418922fa728b,https://books.toscrape.com/catalogue/carrie_671/index.html
14,young adult,,0,50.83,50.83,50.83,books,0,0.0,Catching Jordan (Hundred Oaks),e2e7b683b4c15b7d,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
14,add a comment,,0,20.29,20.29,20.29,books,0,0.0,Cell,bfbb54bc8cdeed2b,https://books.toscrape.com/catalogue/cell_674/index.html
14,fiction,,0,27.09,27.09,27.09,books,0,0.0,Eligible (The Austen Project #4),9eaf58b03a2779cc,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
14,young adult,,0,58.14,58.14,58.14,books,0,0.0,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),41164b8ac02a2c42,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
14,default,,0,31.85,31.85,31.85,books,0,0.0,"Carry On, Warrior: Thoughts on Life Unarmed",1b0fc9f777cad045,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
14,sequential art,,0,48.8,48.8,48.8,books,0,0.0,Art Ops Vol. 1,ffdc825785c0ede8,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
14,fiction,,0,17.03,17.03,17.03,books,0,0.0,Balloon Animals,9b65f676984c9f0c,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
14,default,,0,51.48,51.48,51.48,books,0,0.0,Angels & Demons (Robert Langdon #1),ad41c24ccac0c7ce,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
14,add a comment,,0,34.2,34.2,34.2,books,0,0.0,Angels Walking (Angels Walking #1),1fbb5f786e53a0ce,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
14,food and drink,,0,28.01,28.01,28.01,books,0,0.0,Barefoot Contessa Back to Basics,999912e63a3262ae,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
14,nonfiction,,0,49.32,49.32,49.32,books,0,0.0,Brain on Fire: My Month of Madness,a80f66b254fe9eb3,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
14,nonfiction,,0,37.8,37.8,37.8,books,0,0.0,Buying In: The Secret Dialogue Between What We Buy and Who We Are,16ef91b9d827859c,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
14,food and drink,,0,50.62,50.62,50.62,books,0,0.0,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,0e0da9192a025efc,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
14,default,,0,11.23,11.23,11.23,books,0,0.0,City of Fallen Angels (The Mortal Instruments #4),1e264c677d4ee4ae,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
14,sequential art,,0,32.01,32.01,32.01,books,0,0.0,Batman: Europa,bf68dcb5fad3cc8c,https://books.toscrape.com/catalogue/batman-europa_668/index.html
14,fantasy,,0,56.02,56.02,56.02,books,0,0.0,City of Glass (The Mortal Instruments #3),966ebb738e0f9d9b,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
14,default,,0,44.14,44.14,44.14,books,0,0.0,Clockwork Angel (The Infernal Devices #1),42b0c50fc44140ec,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
14,default,,0,47.27,47.27,47.27,books,0,0.0,City of Ashes (The Mortal Instruments #2),8a6ec2761f91dad2,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
14,default,,0,43.28,43.28,43.28,books,0,0.0,City of Bones (The Mortal Instruments #1),5b987e54ee72525c,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
12,fiction,,0,46.29,46.29,46.29,books,0,0.0,The Silent Sister (Riley MacPherson #1),ce1ae197ada2aec4,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
12,fantasy,,0,32.3,32.3,32.3,books,0,0.0,The Star-Touched Queen,4a7a25be293ad678,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
12,womens fiction,,0,13.86,13.86,13.86,books,0,0.0,Will You Won't You Want Me?,077b635ff2afc578,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
13,nonfiction,,0,27.06,27.06,27.06,books,0,0.0,13 Hours: The Inside Account of What Really Happened In Benghazi,4be9d1910f8a4e80,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
14,add a comment,,0,22.13,22.13,22.13,books,0,0.0,Code Name Verity (Code Name Verity #1),33a3e0e3ffde0dcd,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
13,default,,0,13.33,13.33,13.33,books,0,0.0,"The Three Searches, Meaning, and the Story",ac5e0d3938caf686,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
12,science,,0,37.55,37.55,37.55,books,0,0.0,Tipping Point for Planet Earth: How Close Are We to the Edge?,148715df5a02ea5e,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
14,history,,0,21.8,21.8,21.8,books,0,0.0,1491: New Revelations of the Americas Before Columbus,6e8e5626ac4d279e,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
13,food and drink,,0,11.53,11.53,11.53,books,0,0.0,My Kitchen Year: 136 Recipes That Saved My Life,8bbd7df8a324f31d,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
13,add a comment,,0,37.86,37.86,37.86,books,0,0.0,Rook,44d97b6707dae3f0,https://books.toscrape.com/catalogue/rook_647/index.html
13,fantasy,,0,38.73,38.73,38.73,books,0,0.0,Searching for Meaning in Gailana,2f0213137a80d485,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
14,history,,0,14.58,14.58,14.58,books,0,0.0,A Distant Mirror: The Calamitous 14th Century,d5e0526e1ab682a3,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
14,add a comment,,0,40.79,40.79,40.79,books,0,0.0,A People's History of the United States,1ad06aed9349af46,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
14,add a comment,,0,55.51,55.51,55.51,books,0,0.0,A Brush of Wings (Angels Walking #3),01a177623cce9596,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
14,add a comment,,0,56.48,56.48,56.48,books,0,0.0,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",c1379d3744f1dd2c,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
14,mystery,,0,16.73,16.73,16.73,books,0,0.0,A Study in Scarlet (Sherlock Holmes #1),63ee5bc46066a8a8,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
14,mystery,,0,48.35,48.35,48.35,books,0,0.0,A Time of Torment (Charlie Parker #14),4416c474713ec1f5,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
14,nonfiction,,0,56.37,56.37,56.37,books,0,0.0,Abstract City,cf1aa2fc02a7d1e0,https://books.toscrape.com/catalogue/abstract-city_658/index.html
14,fiction,,0,39.72,39.72,39.72,books,0,0.0,A Man Called Ove,8682c03de6a844ff,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
14,sequential art,,0,10.9,10.9,10.9,books,0,0.0,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",5319169a72714c62,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
14,historical,,0,29.87,29.87,29.87,books,0,0.0,All the Light We Cannot See,39861fc1c0845d15,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
12,nonfiction,,0,59.9,59.9,59.9,books,0,0.0,The Diary of a Young Girl,54fc03f1e1d355db,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
12,fiction,,0,56.54,56.54,56.54,books,0,0.0,The Dinner Party,c6ca293d4810e0d5,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
12,psychology,,0,39.43,39.43,39.43,books,0,0.0,The Golden Condom: And Other Essays on Love Lost and Found,235fa48eeed11d82,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
12,add a comment,,0,59.15,59.15,59.15,books,0,0.0,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,3063c7e95d0bf76f,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
12,nonfiction,,0,21.21,21.21,21.21,books,0,0.0,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,f40fea200e0c644f,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
12,young adult,,0,48.05,48.05,48.05,books,0,0.0,Stars Above (The Lunar Chronicles #4.5),b63ea3f7a57ae099,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
12,add a comment,,0,11.88,11.88,11.88,books,0,0.0,The Children,64fd010bf8d15096,https://books.toscrape.com/catalogue/the-children_633/index.html
12,nonfiction,,0,33.26,33.26,33.26,books,0,0.0,The Lonely City: Adventures in the Art of Being Alone,582a21a1dbbef3cf,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
12,add a comment,,0,26.2,26.2,26.2,books,0,0.0,The Midnight Watch: A Novel of the Titanic and the Californian,14e44163678e24dc,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
12,young adult,,0,14.44,14.44,14.44,books,0,0.0,The Epidemic (The Program 0.6),f732d7d18a91d2ba,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
12,default,,0,58.32,58.32,58.32,books,0,0.0,How to Speak Golf: An Illustrated Guide to Links Lingo,b978c9852cde91bd,https://books.toscrape.com/catalogue/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html
12,historical fiction,,0,20.55,20.55,20.55,books,0,0.0,"Love, Lies and Spies",9546d537fbf99eb6,https://books.toscrape.com/catalogue/love-lies-and-spies_622/index.html
12,mystery,,0,35.28,35.28,35.28,books,0,0.0,Most Wanted,c039f5aceb093537,https://books.toscrape.com/catalogue/most-wanted_623/index.html
12,mystery,,0,54.36,54.36,54.36,books,0,0.0,Murder at the 42nd Street Library (Raymond Ambler #1),e7fe3bf2768602cf,https://books.toscrape.com/catalogue/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html
12,young adult,,0,54.65,54.65,54.65,books,0,0.0,No Love Allowed (Dodge Cove #1),db84624b151cbe06,https://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html
